AccountAge,MonthlyCharges,TotalCharges,SubscriptionType,PaymentMethod,PaperlessBilling,ContentType,MultiDeviceAccess,DeviceRegistered,ViewingHoursPerWeek,AverageViewingDuration,ContentDownloadsPerMonth,GenrePreference,UserRating,SupportTicketsPerMonth,Gender,WatchlistSize,ParentalControl,SubtitlesEnabled,CustomerID,Churn
3,16.69929346,50.09788037,Basic,Electronic check,No,Both,No,TV,17.7667488,63.84131712,29,Action,1.003616291,5,Male,7,No,Yes,69F4LMPGWQ,0
89,14.50186022,1290.66556,Basic,Credit card,Yes,Both,No,TV,12.16811393,49.31433155,27,Action,2.308775576,3,Male,0,No,No,FJ45DPY87D,0
7,16.99111244,118.9377871,Standard,Credit card,No,Movies,Yes,Mobile,19.83877725,104.8719547,41,Comedy,3.093840359,5,Female,7,Yes,No,YDMOHM0X57,0
20,5.453564571,109.0712914,Premium,Credit card,No,Movies,No,Mobile,2.646552126,,15,Fantasy,1.734963809,5,Female,16,No,Yes,F2CDXUHW14,1
18,8.721988976,156.9958016,Standard,Mailed check,Yes,TV Shows,No,TV,24.40609579,80.85903133,9,Drama,2.259620109,2,Male,18,No,Yes,BF0W8L04W1,0
93,10.03021582,932.8100713,Basic,Credit card,Yes,TV Shows,No,Computer,11.3210576,133.5844088,12,Action,4.163650894,4,Male,24,No,Yes,P6FSWHA35V,0
64,11.64580191,745.3313226,Basic,Bank transfer,Yes,TV Shows,Yes,Mobile,39.90331175,92.17811071,7,Drama,2.735628928,2,Female,14,No,Yes,ASTK78R5KU,0
63,18.66664886,1175.998878,Basic,Credit card,Yes,Both,Yes,TV,9.340180007,,28,Fantasy,3.093751019,6,Male,18,No,Yes,33DMMM2PMB,1
28,9.521661317,266.6065169,Premium,Electronic check,No,TV Shows,Yes,Mobile,35.64994598,,5,Action,2.748380609,5,Male,16,No,No,DMR4UQH85S,1
76,9.843260622,748.0878073,Standard,Credit card,No,TV Shows,No,Mobile,38.26059628,156.2751311,34,Sci-Fi,4.262943896,3,Male,2,No,No,4KSC08WI1Q,0
102,10.26842415,1047.379264,Basic,Electronic check,No,Both,No,Computer,25.90055743,72.60973197,3,Comedy,2.509078616,5,Female,20,No,No,YVLKR9JD6E,0
73,18.79398213,1371.960696,Premium,Credit card,Yes,TV Shows,No,Computer,27.11085617,65.43242894,2,Drama,4.596274663,0,Male,24,Yes,Yes,2XFREIGDGV,0
97,17.75543331,1722.277031,Standard,Electronic check,Yes,TV Shows,Yes,Computer,24.1089539,102.7981426,9,Action,2.947524257,8,Male,22,Yes,Yes,QHM8RPSVD4,0
58,13.94895624,809.0394617,Basic,Electronic check,Yes,Both,Yes,TV,33.98112215,62.54368504,37,Drama,1.868341587,1,Male,16,No,Yes,57ZCI9NZBC,0
27,19.56940723,528.3739952,Premium,Bank transfer,No,Both,Yes,TV,28.36608864,129.9407033,11,Fantasy,3.28311759,0,Male,18,Yes,Yes,DHM9D624S1,0
107,5.90963425,632.3308647,Premium,Mailed check,No,Both,No,Tablet,36.3311672,86.29431227,18,Drama,2.641409043,2,Male,0,Yes,No,1S3NZPPQ5T,0
108,8.097839611,874.566678,Basic,Credit card,No,Movies,No,TV,10.16226316,37.18292016,11,Fantasy,2.212918603,8,Male,19,No,No,AQ2DSBCCWO,0
55,12.90064707,709.5355888,Standard,Credit card,No,Both,No,Computer,2.032689007,123.8128927,44,Fantasy,3.631363147,2,Male,1,Yes,No,64LM8W2UZK,0
77,18.3890604,1415.957651,Basic,Bank transfer,Yes,Both,No,Computer,,,15,Fantasy,3.24805345,9,Male,6,No,No,M5B9LW3WD7,1
16,17.53430186,280.5488298,Standard,Mailed check,Yes,Movies,No,Tablet,26.01761495,20.75809106,16,Comedy,4.718859008,9,Male,10,No,No,221C7IJ5XA,0
57,10.96274941,624.8767164,Standard,Mailed check,Yes,TV Shows,Yes,Mobile,8.31741506,12.47865175,1,Fantasy,2.315587076,4,Male,9,No,No,F5IWNN495W,0
41,16.18696185,663.6654358,Premium,Mailed check,Yes,Both,No,Mobile,28.28836735,124.3264402,26,Action,1.928293702,1,Male,4,No,Yes,94Z1VRN848,0
67,10.89841093,730.193532,Basic,Credit card,No,Movies,Yes,TV,6.71886023,138.5028253,30,Fantasy,3.785788281,4,Male,24,Yes,No,0Y7HP6XGTG,1
59,13.51725434,797.5180058,Basic,Bank transfer,No,TV Shows,No,TV,8.870855638,6.154602926,36,Drama,4.175498855,1,Male,23,Yes,Yes,ZXY35VGGWQ,0
114,7.007534805,798.8589678,Basic,Bank transfer,No,Both,Yes,TV,,10.65726518,2,Drama,2.329519816,0,Male,10,No,No,D0YJE2FI1S,1
,17.20949849,86.04749247,Basic,Mailed check,No,Movies,No,Computer,18.12924605,178.291398,22,Fantasy,2.59016545,1,Female,22,No,Yes,H3WRB0H8E8,0
,14.01999364,1401.999364,Basic,Bank transfer,No,TV Shows,Yes,TV,30.65027913,103.4758002,27,Drama,1.675160622,5,Female,10,Yes,No,8TMCF4V44R,0
113,9.962241208,1125.733256,Basic,Mailed check,No,TV Shows,Yes,Tablet,13.38055106,,42,Comedy,2.098384016,5,Male,14,No,Yes,5S883RAWKD,0
30,18.42806751,552.8420254,Premium,Mailed check,No,TV Shows,Yes,Computer,2.809633406,34.97569788,48,Drama,1.107247982,6,Male,19,Yes,Yes,YYPPIKWGCH,1
77,5.587510548,430.2383122,Premium,Bank transfer,Yes,Both,No,Tablet,21.59578469,14.52074362,22,Sci-Fi,2.502646549,6,Male,15,Yes,Yes,LNTPJEX5RF,0
10,14.09727937,140.9727937,Premium,Credit card,Yes,Both,No,Mobile,1.093362411,,46,Drama,4.92954686,8,Female,21,Yes,Yes,H3DA6TEVUK,0
28,6.214943012,174.0184043,Premium,Bank transfer,No,Movies,Yes,Tablet,3.018991711,140.0582948,20,Sci-Fi,2.335901589,5,Male,20,Yes,Yes,L7G79L1219,1
33,12.85537305,424.2273107,Basic,Credit card,Yes,Movies,Yes,Tablet,31.94142029,100.0664319,7,Sci-Fi,2.703683726,6,Female,9,No,No,D6BZJ0XG2O,0
41,8.940660391,366.567076,Standard,Bank transfer,No,Movies,No,TV,35.32762371,104.1924794,43,Drama,1.332138291,7,Male,17,Yes,No,K6C8V4UJOR,0
22,6.424563784,141.3404032,Standard,Bank transfer,Yes,Both,No,Mobile,29.37537012,128.1422759,0,Action,4.08530071,1,Female,0,No,Yes,EQA6WK5SX5,0
56,10.92238128,611.6533519,Premium,Bank transfer,Yes,Movies,Yes,Mobile,33.88567415,96.52700543,1,Comedy,2.393616447,3,Female,6,No,No,P8XOWOGMT9,0
108,14.37881448,1552.911964,Premium,Electronic check,No,TV Shows,Yes,Computer,30.32706984,78.48737545,47,Action,3.694029144,0,Female,10,Yes,No,NI1505CUEH,0
65,14.44863649,939.1613717,Basic,Credit card,No,Both,Yes,Mobile,10.02877296,29.44646438,16,Sci-Fi,1.208514705,0,Male,9,No,No,XO047KMLA4,0
5,8.755032407,43.77516204,Premium,Bank transfer,No,Movies,No,Mobile,27.14023428,152.0341944,43,Sci-Fi,2.23117632,9,Male,3,Yes,Yes,894QNI2XYW,0
69,18.98056899,1309.65926,Basic,Bank transfer,Yes,Both,Yes,Mobile,37.88964595,58.63367618,30,Drama,4.342166186,8,Female,2,Yes,Yes,VJ16GZ8C63,0
73,19.2274015,1403.600309,Standard,Bank transfer,Yes,Movies,No,Mobile,8.544831314,70.91259308,5,Drama,4.979712702,9,Male,18,Yes,Yes,KBD6PPU0T3,1
48,9.945380399,477.3782591,Premium,Mailed check,Yes,TV Shows,No,Tablet,3.284286932,154.4357328,46,Drama,3.920942753,4,Male,8,Yes,No,L86IGU0ZQ2,0
58,9.315274687,540.2859318,Standard,Mailed check,No,Both,No,TV,26.40159147,161.5381988,29,Comedy,2.262026241,0,Female,2,No,Yes,ULAUD06C19,0
,14.57854988,539.4063456,Basic,Electronic check,Yes,TV Shows,Yes,TV,14.05500276,124.2470832,30,Fantasy,1.298418033,5,Male,0,No,No,C516YR2KY4,0
116,8.398909147,974.2734611,Basic,Credit card,No,TV Shows,No,TV,38.11322833,13.66051239,6,Action,4.184350843,2,Male,1,Yes,Yes,3XASVI6VZU,0
,7.319771486,153.7152012,Basic,Bank transfer,Yes,Movies,Yes,Tablet,35.6982702,121.4945495,32,Action,4.315780937,1,Male,24,Yes,Yes,DWFW91KU8N,0
83,19.09244083,1584.672589,Premium,Bank transfer,No,Both,No,Computer,,173.1985997,0,Fantasy,2.953414534,3,Male,22,Yes,Yes,B600TLIW9L,0
66,18.5659724,1225.354178,Basic,Mailed check,Yes,TV Shows,No,Mobile,8.594694445,112.8389463,33,Action,3.268606898,1,Male,13,No,No,ZZ9JH6XLS8,1
117,5.677914828,664.3160348,Standard,Electronic check,No,Movies,No,Computer,5.719538344,44.95656922,27,Action,4.770602727,5,Female,13,No,No,HCUP8XVJ3P,0
119,13.31007532,1583.898963,Basic,Credit card,Yes,Movies,No,Mobile,28.68194485,152.1943763,26,Fantasy,4.554859503,4,Male,24,Yes,No,DX49GDEQRA,0
17,19.06690741,324.137426,Premium,Credit card,No,TV Shows,Yes,Tablet,10.20692952,81.95252037,42,Action,3.114854459,1,Female,4,No,Yes,I0UJ0U6AXH,0
26,12.61552833,328.0037366,Premium,Credit card,No,TV Shows,Yes,Mobile,3.278650387,159.6372089,49,Action,2.665761482,1,Female,3,No,No,9YDGHTOVG1,0
75,7.141486356,535.6114767,Premium,Bank transfer,Yes,Both,Yes,Mobile,16.665962,116.8500447,18,Comedy,2.968455433,4,Male,22,Yes,No,2KV4QV7M33,0
57,14.89715893,849.1380592,Premium,Credit card,No,TV Shows,Yes,TV,22.04322149,169.4734278,37,Drama,1.536950954,8,Female,6,Yes,Yes,Z2279B5VFJ,0
14,6.694408096,93.72171334,Basic,Mailed check,Yes,Both,No,Computer,16.63625776,25.98022086,3,Action,1.946721937,1,Male,10,Yes,No,KUDEY9ABV5,1
57,18.53149074,1056.294972,Premium,Mailed check,Yes,TV Shows,No,Mobile,3.11491076,18.95099557,19,Sci-Fi,4.170304856,0,Male,23,Yes,No,LTGXACE6IF,1
16,9.410417463,150.5666794,Basic,Mailed check,No,TV Shows,Yes,TV,33.74490037,111.7151284,38,Fantasy,2.758192264,5,Female,9,Yes,No,9L6MYMWFPL,0
39,14.48654356,564.975199,Standard,Bank transfer,No,Movies,Yes,TV,15.63093925,112.0874855,27,Comedy,3.402000683,6,Male,7,No,No,P563CC86H7,0
65,16.12580815,1048.17753,Standard,Bank transfer,Yes,Movies,Yes,Computer,,122.3750584,35,Fantasy,4.138457109,4,Male,19,No,Yes,A5XHJ8U6DE,0
58,5.615348379,325.690206,Premium,Credit card,Yes,TV Shows,Yes,TV,36.24290669,179.2362703,49,Drama,4.100848932,8,Male,2,Yes,No,NEZFM3KZCF,0
40,18.14628847,725.8515389,Standard,Mailed check,No,Both,Yes,Tablet,12.68372872,50.74835607,14,Action,4.075797382,0,Male,14,Yes,No,I0KCP9ZEN0,1
,8.410584114,698.0784815,Standard,Bank transfer,No,Movies,Yes,Computer,15.81615245,55.72994117,37,Fantasy,2.131598736,0,Female,4,Yes,No,CNX9F6UV17,0
71,8.065803355,572.6720382,Standard,Bank transfer,No,Both,No,Mobile,3.49232804,107.6241568,38,Action,2.865523415,9,Male,3,Yes,No,MWLIS79G40,1
30,8.399142914,251.9742874,Standard,Electronic check,No,TV Shows,No,Computer,6.816121318,20.85944605,19,Action,4.374276759,6,Male,4,No,No,1MUIF1KOPT,0
,12.04752658,1264.990291,Premium,Bank transfer,No,TV Shows,No,Computer,18.47608105,53.33157962,27,Action,4.630138566,1,Male,14,No,Yes,MP45BVH7L4,0
79,19.40038918,1532.630745,Standard,Bank transfer,No,Movies,No,Mobile,22.77550953,85.95231022,20,Action,2.697198218,9,Male,24,Yes,No,MZAG6PO3I4,0
83,14.28659455,1185.787348,Standard,Credit card,No,Movies,Yes,Tablet,,168.8162086,33,Comedy,3.613847436,2,Male,14,Yes,No,9EI2X81PP4,0
87,10.28965713,895.20017,Basic,Electronic check,No,Movies,Yes,Tablet,5.309102146,143.7411326,28,Fantasy,4.328788375,8,Male,6,Yes,Yes,4RFH2UM8TH,0
57,9.918055381,565.3291567,Premium,Credit card,Yes,Movies,Yes,Tablet,33.46559653,78.42279057,37,Action,3.708268706,4,Female,0,Yes,Yes,FG7AH57FU9,0
23,17.47912381,402.0198476,Premium,Mailed check,No,Both,Yes,TV,,132.5495218,15,Drama,2.780994359,6,Male,21,Yes,No,4ARGTFDB56,0
71,17.1754781,1219.458945,Basic,Electronic check,Yes,TV Shows,No,Tablet,,55.34401927,20,Action,4.243888222,4,Female,7,No,Yes,EE02THDTCZ,0
66,14.73246373,972.3426063,Premium,Credit card,No,Both,Yes,Tablet,13.04896811,17.64308713,44,Drama,2.4632352,1,Female,3,No,No,BY5BRROUXI,0
5,19.34174031,96.70870154,Basic,Credit card,Yes,Both,Yes,Tablet,26.07656932,107.1835718,6,Sci-Fi,2.101582881,0,Female,24,Yes,Yes,P8WFS4E0U4,1
33,15.54266033,512.907791,Basic,Electronic check,Yes,Movies,No,Mobile,25.12906187,101.0688315,10,Comedy,2.651390879,7,Male,5,No,No,0OFUQWJM0T,0
31,14.50857606,449.7658578,Standard,Bank transfer,Yes,Both,Yes,Computer,35.67413629,175.0414391,14,Comedy,4.699624457,0,Female,12,No,No,BWEW7DL1YT,0
27,19.3427056,522.2530512,Basic,Bank transfer,Yes,TV Shows,No,Tablet,8.388569812,48.75952305,7,Drama,1.290185708,9,Male,5,Yes,Yes,JP5VGGGV09,1
27,13.84227317,373.7413755,Standard,Bank transfer,No,TV Shows,Yes,Tablet,12.86672887,87.09419629,37,Drama,4.914077036,6,Male,11,Yes,Yes,OCG6Y7CIXF,0
90,6.73553999,606.1985991,Basic,Credit card,No,TV Shows,Yes,Computer,,12.51599142,44,Comedy,2.366256161,8,Male,7,No,No,N42D1OW8FT,0
26,19.14237993,497.7018782,Standard,Electronic check,No,Both,Yes,TV,12.92480958,99.98237209,18,Sci-Fi,2.864158208,4,Female,11,Yes,No,C2O1I0YIYF,1
21,6.098392813,128.0662491,Premium,Mailed check,No,Movies,No,TV,29.26905294,58.14599877,10,Fantasy,4.812510365,5,Female,19,Yes,Yes,O6OE2PPUCI,1
111,19.21188421,2132.519147,Standard,Credit card,Yes,TV Shows,Yes,Mobile,24.97604145,,46,Drama,2.377163063,2,Female,7,Yes,No,7TPGFRBDFQ,0
82,13.06585682,1071.400259,Basic,Bank transfer,No,Movies,Yes,Mobile,,93.5828824,12,Drama,4.317192136,3,Male,16,Yes,Yes,VGRE4S35DH,0
58,9.518332626,552.0632923,Premium,Mailed check,No,Movies,Yes,Tablet,22.33748485,62.14466656,2,Sci-Fi,1.277832456,8,Male,20,No,No,7U7NQ41HSP,0
96,6.418662929,616.1916412,Basic,Credit card,No,Both,Yes,TV,25.90978969,85.28482624,26,Action,3.510748004,0,Female,15,No,Yes,JUK0TDRWGG,0
48,14.03597424,673.7267636,Premium,Credit card,Yes,Movies,No,Tablet,12.37746266,145.9517418,39,Action,2.005771516,3,Male,22,No,No,0IPB4WCU3L,0
105,16.86430492,1770.752017,Standard,Credit card,Yes,TV Shows,Yes,Computer,13.71667461,21.0488499,35,Fantasy,3.413006124,4,Male,14,Yes,No,O8OB92GHCP,0
93,5.141004749,478.1134416,Premium,Bank transfer,No,TV Shows,Yes,TV,16.65485973,30.15543171,42,Sci-Fi,1.474655225,2,Male,18,No,Yes,ZJU3ZB4MH6,0
76,18.10110478,1375.683964,Premium,Mailed check,Yes,Both,No,Tablet,29.61303693,11.54031288,12,Fantasy,4.066149186,2,Male,10,Yes,No,88TF8Z4S37,0
115,13.34168827,1534.294151,Standard,Bank transfer,Yes,Both,No,Mobile,10.16171526,142.9686725,41,Fantasy,4.88457966,6,Female,12,No,Yes,YUT1V7DGQ3,0
113,9.159086239,1034.976745,Basic,Electronic check,Yes,Movies,No,Tablet,10.07823042,93.27576677,4,Comedy,4.30312799,6,Male,13,No,Yes,I776N9065J,0
3,11.02108481,33.06325443,Standard,Mailed check,Yes,Both,No,TV,7.208292902,,6,Action,3.349647716,0,Female,11,No,No,4VA0OVK99N,0
59,11.52630251,680.0518483,Basic,Electronic check,Yes,Both,No,Tablet,18.01360478,54.38810474,7,Comedy,4.902515238,8,Female,2,No,No,1G60400BZC,0
14,19.06242816,266.8739943,Basic,Credit card,Yes,Movies,No,Tablet,,117.0299967,13,Sci-Fi,1.966799304,2,Male,17,Yes,No,XG84O0C6LJ,1
32,19.68013436,629.7642996,Basic,Electronic check,Yes,Both,No,Mobile,9.750298762,106.2539008,25,Drama,4.830433146,6,Male,10,Yes,No,TEBXKZM8WB,1
26,15.52046728,403.5321493,Premium,Electronic check,Yes,Both,No,Computer,9.119982482,22.56875347,0,Action,3.731497936,7,Male,21,Yes,No,Z6VKPIK2RP,1
10,6.215607314,62.15607314,Premium,Mailed check,Yes,Movies,No,Tablet,23.31381547,26.91750698,31,Drama,2.438778026,7,Male,10,Yes,No,32ELKJYRKQ,0
20,18.50369594,370.0739187,Premium,Bank transfer,Yes,TV Shows,Yes,Mobile,3.500900797,84.3488674,12,Fantasy,3.570352528,6,Female,15,Yes,No,6UCBO96WR9,1
77,17.19769653,1324.222633,Basic,Electronic check,Yes,Both,Yes,Tablet,22.07078864,,7,Sci-Fi,1.618010693,1,Female,3,Yes,Yes,NWNVNKRY8L,1
80,13.63250209,1090.600167,Premium,Credit card,Yes,Movies,Yes,Computer,13.93610521,162.1494116,21,Comedy,2.627767817,8,Female,2,Yes,No,FJH66VEAEK,1
60,6.227809091,373.6685454,Standard,Bank transfer,Yes,Movies,Yes,Computer,5.897798007,153.5417157,44,Comedy,1.735641018,0,Female,2,No,Yes,NINW4GJGPP,0
115,8.287933124,953.1123093,Standard,Bank transfer,Yes,Movies,Yes,Mobile,12.08098608,,39,Drama,3.374259008,1,Female,21,Yes,No,HWRK2W2UXU,1
104,17.17252866,1785.942981,Standard,Credit card,No,Movies,Yes,Tablet,38.18616511,13.174836,47,Action,3.282302916,0,Female,6,Yes,No,S1VGLMJDEM,0
77,12.90815906,993.9282473,Basic,Credit card,Yes,TV Shows,Yes,Tablet,25.2222743,77.18438762,36,Action,2.129103587,4,Female,6,No,No,40ZB1RHM70,0
56,13.64020141,763.8512791,Premium,Mailed check,No,Both,Yes,TV,,56.71610809,3,Sci-Fi,1.07469378,9,Male,8,Yes,Yes,RKSHAIRKON,0
71,19.34804981,1373.711537,Premium,Electronic check,Yes,Both,Yes,TV,35.8559119,156.9657585,7,Comedy,1.811847713,1,Female,14,No,No,3G0X118PQ1,0
8,13.02619431,104.2095545,Premium,Mailed check,No,Both,Yes,Tablet,19.2210693,73.03124332,48,Action,1.848746509,0,Female,1,Yes,Yes,0HKI6BUKZS,0
21,18.2015702,382.2329743,Standard,Electronic check,No,TV Shows,Yes,TV,37.20799905,112.021807,41,Action,3.038155343,9,Male,2,Yes,No,YW84UQWYIL,0
64,7.589938094,485.756038,Premium,Bank transfer,No,Both,No,Tablet,11.1484521,48.73445041,15,Action,2.682086634,9,Male,12,Yes,No,42LZUBXT98,0
43,19.72861231,848.3303293,Basic,Mailed check,No,TV Shows,No,Mobile,,81.59488571,14,Fantasy,3.98545721,1,Female,24,Yes,Yes,IYXGK3S64A,0
34,17.59656072,598.2830643,Premium,Mailed check,Yes,Both,Yes,TV,24.96421083,56.67680456,13,Sci-Fi,4.337129971,1,Male,17,Yes,Yes,CRL4LVF7PY,0
69,18.24681281,1259.030084,Premium,Bank transfer,No,Both,Yes,Tablet,13.68667793,104.056685,20,Drama,2.683548023,0,Male,0,Yes,No,J33L8K1S4D,0
37,19.80443177,732.7639757,Premium,Mailed check,Yes,Movies,No,Computer,20.54028893,81.3967417,42,Comedy,4.021884838,0,Female,24,Yes,Yes,L7RVE6A3F7,0
71,14.29956607,1015.269191,Standard,Electronic check,No,TV Shows,Yes,Tablet,35.1665305,154.3650474,7,Action,2.236761811,0,Male,23,Yes,Yes,NFQX26BQ9B,0
110,11.54386807,1269.825487,Basic,Credit card,Yes,Both,Yes,Computer,13.91009503,51.20064791,22,Drama,3.27469957,5,Female,0,Yes,No,QS6K3RW2HC,0
14,11.43770854,160.1279196,Standard,Bank transfer,No,Movies,No,Tablet,3.879025999,,49,Comedy,3.547999632,0,Male,9,No,No,7TUEI1YE1E,1
43,13.03023234,560.2999906,Standard,Bank transfer,Yes,TV Shows,No,Mobile,1.971377756,132.471101,8,Comedy,1.410569229,8,Female,13,Yes,Yes,NGXR79DOX5,0
17,14.5760852,247.7934484,Premium,Electronic check,Yes,Both,No,Computer,8.719434583,108.6574882,30,Drama,2.519529596,0,Female,22,Yes,No,BF7QMI6ERN,0
88,9.178884442,807.7418309,Standard,Electronic check,No,TV Shows,Yes,Computer,34.37545224,42.49454517,7,Fantasy,4.564995378,6,Female,20,Yes,No,GGLKISV7ME,0
81,17.52236899,1419.311888,Premium,Mailed check,No,Both,Yes,Tablet,5.958375239,,34,Action,2.832380677,8,Female,12,Yes,Yes,5GBSVBVR61,0
23,9.779997687,224.9399468,Premium,Credit card,Yes,Both,No,Tablet,6.398363496,62.85100956,12,Comedy,4.85058601,2,Female,9,No,Yes,P8LHC3FV2I,1
97,8.035394172,779.4332347,Basic,Mailed check,No,TV Shows,No,TV,35.11501362,145.1618923,23,Sci-Fi,4.711274609,0,Female,4,Yes,No,LOOLJ525GJ,0
5,19.83994382,99.19971911,Standard,Mailed check,Yes,TV Shows,Yes,Tablet,10.91846427,171.0901773,28,Fantasy,4.106451533,6,Male,8,No,No,KH513G7QP3,0
55,6.223247241,342.2785982,Premium,Bank transfer,No,Both,Yes,Computer,,50.62346515,24,Drama,4.409720323,1,Male,19,No,No,NSETU5TRGO,0
54,19.96527516,1078.124859,Basic,Bank transfer,No,Movies,No,Tablet,17.44792444,133.6885624,42,Drama,1.960520951,8,Male,6,Yes,No,QXDZU8P2DW,0
13,5.412269726,70.35950643,Standard,Credit card,No,TV Shows,No,Mobile,22.72497949,173.5363172,16,Drama,2.584721527,4,Male,13,No,No,WJT54YIUSP,1
114,7.265445941,828.2608373,Standard,Credit card,No,TV Shows,No,Tablet,24.99349762,111.8787286,18,Fantasy,3.526409418,9,Male,14,Yes,No,NQ3DK7EQAM,0
20,12.91113288,258.2226576,Standard,Electronic check,Yes,TV Shows,Yes,Mobile,,158.429497,7,Sci-Fi,4.786980407,0,Male,11,Yes,Yes,GRM8L6OS4A,0
31,10.30265505,319.3823064,Standard,Mailed check,Yes,Both,No,Computer,39.89148485,42.95421528,26,Sci-Fi,2.307751101,0,Male,20,Yes,Yes,VVY6ED8FL3,0
16,13.57095119,217.135219,Premium,Electronic check,Yes,Both,No,Computer,9.475756028,89.70346749,41,Drama,4.254875686,2,Female,22,Yes,Yes,OIKXQ3LCVN,0
53,11.33969067,601.0036057,Basic,Mailed check,Yes,TV Shows,Yes,Mobile,8.482536425,148.4324342,46,Drama,1.500397699,0,Female,22,No,Yes,AHCU8Y70SS,0
,15.09581956,800.0784366,Premium,Electronic check,No,Both,Yes,Tablet,28.88999155,28.6704812,25,Comedy,1.556922682,3,Male,12,Yes,No,RWRVC7Q4IJ,1
64,12.24762223,783.8478228,Standard,Credit card,No,Both,No,Tablet,38.47986311,17.96573119,4,Action,1.294620209,4,Female,4,Yes,Yes,FDBX91GVBP,0
24,15.07964066,361.9113758,Standard,Electronic check,No,Both,No,Computer,,146.339799,45,Sci-Fi,2.734123407,1,Male,5,No,No,J018RVUV2S,0
25,7.857664875,196.4416219,Basic,Bank transfer,Yes,Movies,No,Computer,4.636871414,153.4792681,29,Comedy,2.298427235,6,Female,24,Yes,Yes,RY9N70W130,0
26,14.8494361,386.0853385,Premium,Electronic check,No,Both,No,TV,19.41594635,127.8444799,32,Sci-Fi,1.987537426,5,Female,1,Yes,Yes,2GS97GYVJV,0
61,14.87978729,907.6670246,Standard,Credit card,No,Both,Yes,TV,12.76273812,38.28727912,3,Sci-Fi,3.863474273,5,Female,5,No,No,D4AKXZ8YP0,0
57,18.63220587,1062.035734,Standard,Bank transfer,No,Both,No,Computer,,133.6814739,13,Fantasy,2.869415818,5,Female,5,No,No,LF1I8LU896,0
94,8.100580497,761.4545668,Basic,Bank transfer,Yes,TV Shows,No,TV,17.25134903,54.89160347,43,Comedy,4.442996418,7,Male,17,No,No,L9AMO41LGI,0
9,6.494754727,58.45279254,Standard,Bank transfer,Yes,TV Shows,No,Tablet,19.90897932,61.12346801,31,Sci-Fi,3.458781714,4,Female,4,Yes,No,51AMYGZBF9,0
96,6.662652998,639.6146878,Premium,Mailed check,No,Both,Yes,TV,36.83680965,47.1741429,4,Action,4.799090763,5,Male,10,No,Yes,HE8SRGEK83,0
56,13.73679507,769.2605242,Standard,Electronic check,Yes,Both,No,Tablet,9.722322922,42.06284083,32,Sci-Fi,3.457114801,1,Male,24,Yes,No,ZS4K4MFY09,0
47,17.1767008,807.3049378,Premium,Mailed check,No,Both,Yes,Tablet,24.28094369,120.0831431,34,Comedy,4.789809971,8,Female,15,No,Yes,331BT4AGCW,0
114,8.428406214,960.8383084,Premium,Credit card,No,Both,Yes,TV,,154.4756631,45,Comedy,2.435455351,1,Male,10,Yes,No,T076I54XSS,0
22,10.41354318,229.0979499,Premium,Mailed check,No,TV Shows,Yes,Tablet,11.91959619,102.9883867,35,Action,1.772340613,8,Male,17,Yes,No,DEVE0AYQL8,1
109,18.42202985,2008.001253,Basic,Credit card,Yes,Both,Yes,Computer,22.12497169,124.3945205,17,Action,4.574602808,4,Female,16,No,Yes,0UPBSRC4J6,0
104,18.77170725,1952.257554,Standard,Mailed check,No,TV Shows,Yes,TV,39.15303145,150.1367925,21,Drama,4.357641603,1,Male,9,Yes,Yes,U82NZAH7MZ,0
111,7.205891691,799.8539778,Basic,Bank transfer,No,Movies,Yes,Computer,30.59324095,98.3915914,39,Drama,2.275139011,9,Female,22,Yes,Yes,DRB3TJINGO,0
47,6.558867962,308.2667942,Standard,Electronic check,No,Both,Yes,Computer,,9.544500639,47,Fantasy,3.475176833,5,Female,6,No,Yes,0HC24KO8M3,0
46,12.99474305,597.7581805,Standard,Electronic check,No,TV Shows,Yes,Computer,30.03443636,19.02572253,14,Comedy,2.171471307,8,Female,15,No,Yes,COMKYFME9Z,1
63,9.829687107,619.2702878,Standard,Electronic check,Yes,Both,Yes,TV,16.46570457,,1,Action,1.742480138,3,Female,22,Yes,No,0E2E1MVI2E,0
13,19.72213322,256.3877319,Basic,Credit card,No,TV Shows,Yes,Mobile,5.112926409,12.10710321,37,Drama,3.070898858,7,Female,9,No,Yes,1NBSZPPXZ8,1
39,16.96865992,661.777737,Basic,Electronic check,Yes,Both,No,Computer,9.100638464,176.7375943,0,Action,4.411943563,3,Male,22,No,No,D1ZA6CNN6A,1
20,17.92362537,358.4725075,Standard,Mailed check,No,Both,Yes,Mobile,39.93688153,75.48553965,18,Sci-Fi,2.807015015,2,Male,6,No,Yes,2BP5QIZKZH,1
41,16.24536961,666.060154,Standard,Electronic check,Yes,Both,Yes,Computer,12.79097004,175.9170002,27,Comedy,1.211096883,2,Female,19,Yes,Yes,FRJF1EAX70,0
63,9.994695454,629.6658136,Basic,Electronic check,No,Both,Yes,TV,5.656856896,98.50254122,14,Drama,3.796380569,0,Male,20,Yes,No,YCGJB0AIX0,0
56,8.653558266,484.5992629,Standard,Bank transfer,Yes,TV Shows,Yes,Computer,4.941361756,167.5517018,16,Drama,2.997346034,0,Male,19,No,No,EWCD79S6LB,0
63,17.40923844,1096.782021,Standard,Mailed check,Yes,Movies,No,Mobile,,160.0529982,13,Action,4.067641703,3,Male,6,Yes,Yes,D5G7YS1P3Q,0
